id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
72867;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Epitsüstoomkateetri paigaldamisel on harva oht soole vigastuseks .;47;52;soole;free;Epitsüstoomkateetri paigaldamisel on harva oht vigastuseks .;100.0;100.0;100.0
72869;Train/aja_ml200247_osa_4_ud211.conllu;Keskvõimu ja kohalike omavalitsuste suhted paistavad kaunis ummikus olevat .;0;35;Keskvõimu ja kohalike omavalitsuste;free;suhted paistavad kaunis ummikus olevat .;100.0;100.0;100.0
72874;Dev/aja_luup200009_ud211.conllu;Mõne kuldtähe edasimüümiseks kulub Heidmetsal vahel aasta .;0;13;Mõne kuldtähe;free;edasimüümiseks kulub Heidmetsal vahel aasta .;100.0;100.0;100.0
72879;Train/ilu_valton_ud211.conllu;Ent seda teadmatagi tundus meie tibule , et päike ei asenda ema , ta asub kaugel ja talle ei saa kurta oma pisikesi muresid .;27;31;meie;free;Ent seda teadmatagi tundus tibule , et päike ei asenda ema , ta asub kaugel ja talle ei saa kurta oma pisikesi muresid .;100.0;100.0;100.0
72880;Train/ilu_valton_ud211.conllu;Ent seda teadmatagi tundus meie tibule , et päike ei asenda ema , ta asub kaugel ja talle ei saa kurta oma pisikesi muresid .;103;106;oma;free;Ent seda teadmatagi tundus meie tibule , et päike ei asenda ema , ta asub kaugel ja talle ei saa kurta pisikesi muresid .;100.0;100.0;100.0
72884;Train/aja_ml200247_osa_4_ud211.conllu;Miiting Toompea lossi ees toimub sel ajal , kui Riigikogu arutab katkenud sotsiaaldialoogi .;8;15;Toompea;free;Miiting lossi ees toimub sel ajal , kui Riigikogu arutab katkenud sotsiaaldialoogi .;100.0;100.0;100.0
72885;Train/aja_ml200247_osa_4_ud211.conllu;Miiting Toompea lossi ees toimub sel ajal , kui Riigikogu arutab katkenud sotsiaaldialoogi .;8;25;Toompea lossi ees;free;Miiting toimub sel ajal , kui Riigikogu arutab katkenud sotsiaaldialoogi .;100.0;100.0;100.0
72922;Train/tea_geofyysika.conllu;Maa ülessulamise seletuseks on väga ahvatlev Schmidti pakututest suuremate planetesimaalide kokkupõrkumine .;0;16;Maa ülessulamise;free;seletuseks on väga ahvatlev Schmidti pakututest suuremate planetesimaalide kokkupõrkumine .;100.0;100.0;100.0
72928;Dev/aja_luup200009_ud211.conllu;Kaigi 45 aastasse Eesti raudteel mahtusid paljud auruvedurimargid .;18;32;Eesti raudteel;free;Kaigi 45 aastasse mahtusid paljud auruvedurimargid .;100.0;100.0;100.0
72930;Train/aja_sloleht20071217_ud211.conllu;Kurtna küla kolm noormeest Kuldar Keskküla , Üllar Ahu ja Kunnar Paiste tõid kolm inimest välja vanast põlevast mõisahoonest .;0;6;Kurtna;free;küla kolm noormeest Kuldar Keskküla , Üllar Ahu ja Kunnar Paiste tõid kolm inimest välja vanast põlevast mõisahoonest .;100.0;100.0;100.0
72931;Train/aja_sloleht20071217_ud211.conllu;Kurtna küla kolm noormeest Kuldar Keskküla , Üllar Ahu ja Kunnar Paiste tõid kolm inimest välja vanast põlevast mõisahoonest .;0;11;Kurtna küla;free;kolm noormeest Kuldar Keskküla , Üllar Ahu ja Kunnar Paiste tõid kolm inimest välja vanast põlevast mõisahoonest .;100.0;100.0;100.0
72940;Train/arborest_ud211.conllu;Mehe sõrmed trummeldasid vastu akent marssi .;0;4;Mehe;free;sõrmed trummeldasid vastu akent marssi .;100.0;100.0;100.0
72943;Train/tea_geofyysika.conllu;Teleskoopide ajastul on lisaks silmaga nähtavatele juurde avastatud 3 päris planeeti - Uraan ( 1781 ) , Neptuun ( 1846 ) ja Pluuto ( 1930 ) .;85;139;- Uraan ( 1781 ) , Neptuun ( 1846 ) ja Pluuto ( 1930 );free;Teleskoopide ajastul on lisaks silmaga nähtavatele juurde avastatud 3 päris planeeti .;100.0;100.0;100.0
72961;Train/aja_ee200110_osa_5_ud211.conllu;Ka meie ostuharjumused ja netiskäigud jätavad jälje .;3;7;meie;free;Ka ostuharjumused ja netiskäigud jätavad jälje .;100.0;100.0;100.0
72987;Train/aja_ee199920_osa_3_ud211.conllu;Sõiduraha sai ta tänu Kuningliku Kunstiühingu ( Royal Society of Arts ) reisipreemiale , mille ta võitis saabaste esialgse disainiga ühel möödunudaastasel võistlusel .;22;71;Kuningliku Kunstiühingu ( Royal Society of Arts );free;Sõiduraha sai ta tänu reisipreemiale , mille ta võitis saabaste esialgse disainiga ühel möödunudaastasel võistlusel .;100.0;100.0;100.0
72989;Train/aja_luup200106_osa_5_ud211.conllu;Kuni Vene-Liivi sõja puhkemiseni puudus kuninga plaanidel ometi reaalne kate .;5;15;Vene-Liivi;free;Kuni sõja puhkemiseni puudus kuninga plaanidel ometi reaalne kate .;100.0;100.0;100.0
72994;Train/arborest_ud211.conllu;Liigutasin mootoripöörete kangi veel .;11;25;mootoripöörete;free;Liigutasin kangi veel .;100.0;100.0;100.0
73022;Train/tea_AA_05_6_ud211.conllu;Nagu näeme , on pikaajalise töö tulemusena loodud töötav keerukas struktuur .;16;31;pikaajalise töö;free;Nagu näeme , on tulemusena loodud töötav keerukas struktuur .;100.0;100.0;100.0
73028;Train/tea_dr8047.conllu;Kalaõli korral on probleemiks ka saaduste võimalik rääsunud lõhn .;33;41;saaduste;free;Kalaõli korral on probleemiks ka võimalik rääsunud lõhn .;100.0;100.0;100.0
73034;Train/aja_horisont2000_osa_5_ud211.conllu;Kaelkirjakute karvastik on pruuni-kreemjasvalge kirju .;0;13;Kaelkirjakute;free;karvastik on pruuni-kreemjasvalge kirju .;100.0;100.0;100.0
73035;Train/aja_pm20001004_osa_1_ud211.conllu;Tartu linnavalitsus tunnistas eile bussifirma Liikor erastamise nurjunuks , kuid ei otsustanud ettevõtte saatust .;0;5;Tartu;free;linnavalitsus tunnistas eile bussifirma Liikor erastamise nurjunuks , kuid ei otsustanud ettevõtte saatust .;100.0;100.0;100.0
73055;Train/ilu_kanep_ud211.conllu;Üks eriti põnev kiirtekimp tantsiskleb mu kaaslase näol .;39;41;mu;free;Üks eriti põnev kiirtekimp tantsiskleb kaaslase näol .;100.0;100.0;100.0
73068;Train/ilu_vilep_ud211.conllu;""" 19. sajandi saksa matemaatik .";2;13;19. sajandi;free;""" saksa matemaatik .";100.0;100.0;100.0
73075;Train/ilu_kanep_ud211.conllu;Käsi kaardipakiga sirutus ette , ning ma nägin , et kuldi küünealused olid mustad .;5;17;kaardipakiga;free;Käsi sirutus ette , ning ma nägin , et kuldi küünealused olid mustad .;100.0;100.0;100.0
73076;Train/ilu_kanep_ud211.conllu;Käsi kaardipakiga sirutus ette , ning ma nägin , et kuldi küünealused olid mustad .;52;57;kuldi;free;Käsi kaardipakiga sirutus ette , ning ma nägin , et küünealused olid mustad .;100.0;100.0;100.0
73098;Train/aja_pm20000218_osa_5_ud211.conllu;Maailmasõja päevil oli Eesti poistel valida , kas sõdida Vene või Saksa poolel .;23;28;Eesti;free;Maailmasõja päevil oli poistel valida , kas sõdida Vene või Saksa poolel .;100.0;100.0;100.0
73106;Train/aja_horisont2000_osa_2_ud211.conllu;Rong liigub Balti jaamast Pääsküla poole .;12;17;Balti;free;Rong liigub jaamast Pääsküla poole .;100.0;100.0;100.0
73127;Train/tea_geofyysika.conllu;Loogilise mõtlemise teel konstrueeriti maailma ehituse mudelid , mis lubasid teadaolevaid fakte võimalikult vastuoludeta seletada .;39;54;maailma ehituse;free;Loogilise mõtlemise teel konstrueeriti mudelid , mis lubasid teadaolevaid fakte võimalikult vastuoludeta seletada .;100.0;100.0;100.0
73130;Train/arborest_ud211.conllu;Mõne aja pärast sõitsin ühega paljudest Pekka autodest Helsingisse .;30;54;paljudest Pekka autodest;free;Mõne aja pärast sõitsin ühega Helsingisse .;100.0;100.0;100.0
73132;Train/tea_AA_05_6_ud211.conllu;Nad kuuluvad nimelt nn NP-täielike probleemide klassi .;20;22;nn;free;Nad kuuluvad nimelt NP-täielike probleemide klassi .;100.0;100.0;100.0
73137;Train/aja_luup200202_osa_3_ud211.conllu;Reformide käigus tuleks seadusandlusega tagada väikeinvestorite kaitse , keelata siseinfol põhinevad tehingud ning vältida ettevõtete juhtide huvide konflikte ja topeltstandardeid .;123;141;ettevõtete juhtide;free;Reformide käigus tuleks seadusandlusega tagada väikeinvestorite kaitse , keelata siseinfol põhinevad tehingud ning vältida huvide konflikte ja topeltstandardeid .;100.0;100.0;100.0
73166;Dev/aja_ee199920_osa4_ud211.conllu;Mängiti maha stseen kirjaniku esmakohtumisest oma raamatuga , mille käigus autor valas hulgaliselt võltspisaraid .;20;59;kirjaniku esmakohtumisest oma raamatuga;free;Mängiti maha stseen , mille käigus autor valas hulgaliselt võltspisaraid .;100.0;100.0;100.0
73195;Train/aja_ee200110_osa_5_ud211.conllu;Lõpetuseks läbivaatus metalliotsijaga;0;10;Lõpetuseks;free;läbivaatus metalliotsijaga;100.0;100.0;100.0
73198;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;In vitro ja in vivo uuringud on näidanud , et eotaksiin on eosinofiilispetsiifiline kemoatraktant , mida produtseerivad põletikupiirkonna epiteelrakud ning mis soodustab eosinofiilide kuhjumist ja aktivatsiooni ( 1 ) .;0;19;In vitro ja in vivo;free;uuringud on näidanud , et eotaksiin on eosinofiilispetsiifiline kemoatraktant , mida produtseerivad põletikupiirkonna epiteelrakud ning mis soodustab eosinofiilide kuhjumist ja aktivatsiooni ( 1 ) .;100.0;100.0;100.0
73217;Train/aja_sloleht20071217_ud211.conllu;Jooksu intensiivsus ja maht käivad käsikäes .;0;6;Jooksu;free;intensiivsus ja maht käivad käsikäes .;100.0;100.0;100.0
73218;Train/aja_pm20001004_osa_4_ud211.conllu;Peab maha lõpupeo ja naaseb koju Tallinna .;33;41;Tallinna;free;Peab maha lõpupeo ja naaseb koju .;100.0;100.0;100.0
73222;Train/aja_horisont2000_osa_2_ud211.conllu;Riigi pealinnaks sai 1799. aastal Punjabi suurim linn Lahore , kuigi Amritsari eriline pühadus säilis .;0;5;Riigi;free;pealinnaks sai 1799. aastal Punjabi suurim linn Lahore , kuigi Amritsari eriline pühadus säilis .;100.0;100.0;100.0
73232;Train/aja_sloleht20071217_ud211.conllu;"Õhtu tipneb suurejoonelise ja koomilise "" Kreisiraadio "" šõuga .";40;56;""" Kreisiraadio """;free;Õhtu tipneb suurejoonelise ja koomilise šõuga .;100.0;100.0;100.0
73233;Train/aja_luup200106_osa_2_ud211.conllu;See uus klass oli oma eesmärkide teostamisel eriti tige ja sallimatu .;18;21;oma;free;See uus klass oli eesmärkide teostamisel eriti tige ja sallimatu .;100.0;100.0;100.0
73242;Train/tea_geofyysika.conllu;Samuti oli ta tähele pannud , et samade tähtede läbiminekud meridiaanist toimuvad eri maakohtades erineval kõrgusel horisondist .;116;127;horisondist;free;Samuti oli ta tähele pannud , et samade tähtede läbiminekud meridiaanist toimuvad eri maakohtades erineval kõrgusel .;100.0;100.0;100.0
73243;Train/ilu_kivirahk_ud211.conllu;Ometi räägiti , et enne uinumist oli ta lubanud ükskord tagasi tulla ja aidata rüütleid nende raskes tõeotsimise töös .;88;93;nende;free;Ometi räägiti , et enne uinumist oli ta lubanud ükskord tagasi tulla ja aidata rüütleid raskes tõeotsimise töös .;100.0;100.0;100.0
73244;Train/ilu_kivirahk_ud211.conllu;Ometi räägiti , et enne uinumist oli ta lubanud ükskord tagasi tulla ja aidata rüütleid nende raskes tõeotsimise töös .;101;112;tõeotsimise;free;Ometi räägiti , et enne uinumist oli ta lubanud ükskord tagasi tulla ja aidata rüütleid nende raskes töös .;100.0;100.0;100.0
73251;Train/ilu_kivirahk_ud211.conllu;Ma ei mäletagi enam , mis seal kõik täpselt on , sõbrad tõid kottidega igasuguseid raamatuid .;31;35;kõik;free;Ma ei mäletagi enam , mis seal täpselt on , sõbrad tõid kottidega igasuguseid raamatuid .;100.0;100.0;100.0
73252;Train/aja_pm20001004_osa_3_ud211.conllu;Lukas lisas , et ega pedagoogitöö talle nüüd nii võõras ka ole , sest ta õpetas seitsmekümnendate aastate keskel Vatla 9-klassilises koolis joonestamist ning andis poistele tööõpetuse tunde .;113;118;Vatla;free;Lukas lisas , et ega pedagoogitöö talle nüüd nii võõras ka ole , sest ta õpetas seitsmekümnendate aastate keskel 9-klassilises koolis joonestamist ning andis poistele tööõpetuse tunde .;100.0;100.0;100.0
73254;Train/aja_ml200247_osa_3_ud211.conllu;Siis saab nõuda kontrollilt nime ja pildiga töötõendit .;28;43;nime ja pildiga;free;Siis saab nõuda kontrollilt töötõendit .;100.0;100.0;100.0
73255;Train/aja_epl20061216_ud211.conllu;Terror meie laste kallal seisneb väga suure mahu ja meeletu hulga faktide ja terminitega ülekoormatud õpikutes .;7;11;meie;free;Terror laste kallal seisneb väga suure mahu ja meeletu hulga faktide ja terminitega ülekoormatud õpikutes .;100.0;100.0;100.0
73257;Train/aja_epl20061216_ud211.conllu;Terror meie laste kallal seisneb väga suure mahu ja meeletu hulga faktide ja terminitega ülekoormatud õpikutes .;52;65;meeletu hulga;free;Terror meie laste kallal seisneb väga suure mahu ja faktide ja terminitega ülekoormatud õpikutes .;100.0;100.0;100.0
73268;Train/aja_luup200106_osa_5_ud211.conllu;Nn uued ülikoolid annavad oskusi , mis on vajalikud mitmekesistes ametites .;0;2;Nn;free;uued ülikoolid annavad oskusi , mis on vajalikud mitmekesistes ametites .;100.0;100.0;100.0
73272;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;PET- ja SPECT-uuringud toovad esile verevoolu vähenemise ja ainevahetuse muutused infarktikoldes ning sellega funktsionaalselt seotud olulistes ajupiirkondades ( diaskiis ) ( 24 ) .;82;159;infarktikoldes ning sellega funktsionaalselt seotud olulistes ajupiirkondades;free;PET- ja SPECT-uuringud toovad esile verevoolu vähenemise ja ainevahetuse muutused ( diaskiis ) ( 24 ) .;100.0;100.0;100.0
73290;Dev/aja_ee199920_osa4_ud211.conllu;Meie uid sai filosoofiaks !;0;4;Meie;free;uid sai filosoofiaks !;100.0;100.0;100.0
73293;Train/aja_pm20001004_osa_4_ud211.conllu;Lisaks süüdistati Hürdenit maksuametile tahtlikult moonutatud andmete esitamises .;27;39;maksuametile;free;Lisaks süüdistati Hürdenit tahtlikult moonutatud andmete esitamises .;100.0;100.0;100.0
73295;Train/aja_pm19980926e_ud211.conllu;Valencia on riigi suurim veinisadam .;12;17;riigi;free;Valencia on suurim veinisadam .;100.0;100.0;100.0
73325;Train/aja_luup200106_osa_2_ud211.conllu;Kuigi uus Tartu vangla mahutab 500 kinnipeetavat , lõpetab Euroopa Nõukogu tungival soovitusel oma tegevuse Tallinna Keskvangla .;95;98;oma;free;Kuigi uus Tartu vangla mahutab 500 kinnipeetavat , lõpetab Euroopa Nõukogu tungival soovitusel tegevuse Tallinna Keskvangla .;100.0;100.0;100.0
73337;Train/aja_horisont2000_osa_1_ud211.conllu;HELMUT PIIRIMÄE ( 1930 ) on ajaloodoktor , Tartu Ülikooli emeriitprofessor .;43;57;Tartu Ülikooli;free;HELMUT PIIRIMÄE ( 1930 ) on ajaloodoktor , emeriitprofessor .;100.0;100.0;100.0
73339;Train/tea_dr8047.conllu;Rapsi nagu teistegi ristõieliste taimede omapäraks on , et väärtuslike toitainete kõrval sisaldavad nad ka mitmeid kasvu pidurdavaid või koguni toksilisi ühendeid .;107;114;mitmeid;free;Rapsi nagu teistegi ristõieliste taimede omapäraks on , et väärtuslike toitainete kõrval sisaldavad nad ka kasvu pidurdavaid või koguni toksilisi ühendeid .;100.0;100.0;100.0
73365;Train/aja_sloleht20071217_ud211.conllu;Rühti parandavas treeningus pole oluline mitte koormuse intensiivsus , vaid harjutuste õige sooritustehnika , sobivate koormuste leidmine ja suurem koormuste arv .;76;86;harjutuste;free;Rühti parandavas treeningus pole oluline mitte koormuse intensiivsus , vaid õige sooritustehnika , sobivate koormuste leidmine ja suurem koormuste arv .;100.0;100.0;100.0
73367;Train/aja_sloleht20071217_ud211.conllu;Rühti parandavas treeningus pole oluline mitte koormuse intensiivsus , vaid harjutuste õige sooritustehnika , sobivate koormuste leidmine ja suurem koormuste arv .;148;157;koormuste;free;Rühti parandavas treeningus pole oluline mitte koormuse intensiivsus , vaid harjutuste õige sooritustehnika , sobivate koormuste leidmine ja suurem arv .;100.0;100.0;100.0
73372;Train/aja_ee200110_osa_7_ud211.conllu;""" Oi , neid kirsina punavaid huuli , "" laulab ta kõrge heleda häälega laulu kõik salmid ja võtab siis ette järgmise laulu .";70;75;laulu;free;""" Oi , neid kirsina punavaid huuli , "" laulab ta kõrge heleda häälega kõik salmid ja võtab siis ette järgmise laulu .";100.0;100.0;100.0
73377;Train/ilu_indrikson_ud211.conllu;"Aga seljas oli tal "" Baltika "" poeülikond , seegi umbes viis aastat vana .";19;30;""" Baltika """;free;Aga seljas oli tal poeülikond , seegi umbes viis aastat vana .;100.0;100.0;100.0
73383;Train/aja_ee199920_osa_2_ud211.conllu;Grupijuhi peakorter on Riias .;0;9;Grupijuhi;free;peakorter on Riias .;100.0;100.0;100.0
73387;Train/ilu_maailm_ud211.conllu;Läksin oma tuppa ja heitsin magama .;7;10;oma;free;Läksin tuppa ja heitsin magama .;100.0;100.0;100.0
73392;Train/ilu_remsu_ud211.conllu;Hiinast Pärsiasse jõudmine tähendanuks väga ohtlikku ja peaaegu tundmatut teed mööda Vaikse ookeani meresid , mis tänapäeval kannavad nimesid Kollane , Ida-Hiina ja Lõuna-Hiina meri , ning mööda India ookeani meresid , mida me kutsume Bengali laheks ning Araabia mereks .;79;269;mööda Vaikse ookeani meresid , mis tänapäeval kannavad nimesid Kollane , Ida-Hiina ja Lõuna-Hiina meri , ning mööda India ookeani meresid , mida me kutsume Bengali laheks ning Araabia mereks;free;Hiinast Pärsiasse jõudmine tähendanuks väga ohtlikku ja peaaegu tundmatut teed .;100.0;100.0;100.0
73401;Dev/aja_luup200009_ud211.conllu;Dumoga turul kohtab kõiki elajaid , keda tabudeta kristlased armastavad .;41;49;tabudeta;free;Dumoga turul kohtab kõiki elajaid , keda kristlased armastavad .;100.0;100.0;100.0
73415;Train/aja_luup200106_osa_3_ud211.conllu;Teisisõnu - enamik neist ei paigutanud ennast poliitilisel skaalal vasakule , valdavaks sai hoopis parempoolne orientatsioon , mis langes ka kokku ühiskonna üldiste hoiakutega .;19;24;neist;free;Teisisõnu - enamik ei paigutanud ennast poliitilisel skaalal vasakule , valdavaks sai hoopis parempoolne orientatsioon , mis langes ka kokku ühiskonna üldiste hoiakutega .;100.0;100.0;100.0
73423;Train/aja_ee200110_osa_1_ud211.conllu;Pidevalt röövitakse tühjaks tehase tööliste kortereid .;28;34;tehase;free;Pidevalt röövitakse tühjaks tööliste kortereid .;100.0;100.0;100.0
73426;Train/aja_luup200106_osa_3_ud211.conllu;Riigi tasemel probleem on ka professori kutse devalveerumine .;0;13;Riigi tasemel;free;probleem on ka professori kutse devalveerumine .;100.0;100.0;100.0
73445;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Perearstide “ dispetšerlust ” ehk patsiendi soovil suunamist on märkinud nii küsitletud eri- kui ka perearstid , samuti Tervishoiuamet oma kontrollaktides .;135;154;oma kontrollaktides;free;Perearstide “ dispetšerlust ” ehk patsiendi soovil suunamist on märkinud nii küsitletud eri- kui ka perearstid , samuti Tervishoiuamet .;100.0;100.0;100.0
73457;Train/aja_ee199920_osa_2_ud211.conllu;Väitlus naastrehvide kasust ja kahjust ei vaibu .;8;38;naastrehvide kasust ja kahjust;free;Väitlus ei vaibu .;100.0;100.0;100.0
73464;Train/arborest_ud211.conllu;Ta silmad ekslesid toas mööda seinu maalilt maalile .;0;2;Ta;free;silmad ekslesid toas mööda seinu maalilt maalile .;100.0;100.0;100.0
73485;Train/tea_AA_05_6_ud211.conllu;Sellega on raskemad kohad Sudoku raamistikus täidetud ja meil jääb vaid jälgida kaheauguliste üksuste täitmise ideoloogiat .;26;44;Sudoku raamistikus;free;Sellega on raskemad kohad täidetud ja meil jääb vaid jälgida kaheauguliste üksuste täitmise ideoloogiat .;100.0;100.0;100.0
73500;Train/aja_luup200106_osa_3_ud211.conllu;Luup uuris era- ja riiklike kõrgkoolide rektorite käest , kas olukorda Eesti kõrgharidusmaastikul võib võrrelda erapankade buumiga möödunud kümnendi alguses .;11;39;era- ja riiklike kõrgkoolide;free;Luup uuris rektorite käest , kas olukorda Eesti kõrgharidusmaastikul võib võrrelda erapankade buumiga möödunud kümnendi alguses .;100.0;100.0;100.0
73507;Train/tea_toohoive.conllu;Kapitali sissevool erinevatesse valdkondadesse on ebaühtlane .;19;46;erinevatesse valdkondadesse;free;Kapitali sissevool on ebaühtlane .;100.0;100.0;100.0
73516;Train/aja_sloleht20071217_ud211.conllu;Veel jõudis Inga helistada kiirabisse ja abikaasale Soome , kuid siis läksid valud tihedamaks .;52;57;Soome;free;Veel jõudis Inga helistada kiirabisse ja abikaasale , kuid siis läksid valud tihedamaks .;100.0;100.0;100.0
73522;Train/aja_horisont2000_osa_1_ud211.conllu;Must auk galaktika keskmes;9;26;galaktika keskmes;free;Must auk ;100.0;100.0;100.0
73524;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Viimase 6 kuu jooksul on säärte eespindade naha värvus muutunud ja selle pinnal on ilmnenud mitmed väikesed sõlmjad moodustised .;25;42;säärte eespindade;free;Viimase 6 kuu jooksul on naha värvus muutunud ja selle pinnal on ilmnenud mitmed väikesed sõlmjad moodustised .;100.0;100.0;100.0
73525;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Viimase 6 kuu jooksul on säärte eespindade naha värvus muutunud ja selle pinnal on ilmnenud mitmed väikesed sõlmjad moodustised .;25;47;säärte eespindade naha;free;Viimase 6 kuu jooksul on värvus muutunud ja selle pinnal on ilmnenud mitmed väikesed sõlmjad moodustised .;100.0;100.0;100.0
73526;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Viimase 6 kuu jooksul on säärte eespindade naha värvus muutunud ja selle pinnal on ilmnenud mitmed väikesed sõlmjad moodustised .;67;72;selle;free;Viimase 6 kuu jooksul on säärte eespindade naha värvus muutunud ja pinnal on ilmnenud mitmed väikesed sõlmjad moodustised .;100.0;100.0;100.0
73527;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Ravimiuuringutes kasutatakse siiani NINDS-AIREN kriteeriume , mis koostati 1991. a ja publitseeriti 1993. a ( 34 ) .;36;47;NINDS-AIREN;free;Ravimiuuringutes kasutatakse siiani kriteeriume , mis koostati 1991. a ja publitseeriti 1993. a ( 34 ) .;100.0;100.0;100.0
73559;Train/aja_horisont2000_osa_4_ud211.conllu;Seejuures ei ole vastutusele võetud ühtki Vene sõdurit ega ohvitseri , küll on aga välja jagatud hulgaliselt ordeneid .;42;46;Vene;free;Seejuures ei ole vastutusele võetud ühtki sõdurit ega ohvitseri , küll on aga välja jagatud hulgaliselt ordeneid .;100.0;100.0;100.0
73581;Train/aja_pm20000218_osa_5_ud211.conllu;Ligi pooleks aastaks ajakirjanduse veergudelt kadunud Vene rahapesuskandaali uurimine on jõudnud uude faasi - kaks skandaali keskset figuuri tunnistasid end ulatuslikes mahhinatsioonides süüdi .;0;76;Ligi pooleks aastaks ajakirjanduse veergudelt kadunud Vene rahapesuskandaali;free;uurimine on jõudnud uude faasi - kaks skandaali keskset figuuri tunnistasid end ulatuslikes mahhinatsioonides süüdi .;100.0;100.0;100.0
73610;Train/aja_ee200110_osa_2_ud211.conllu;Farmaatsiatööstuse hiidfirmade jaoks on kogu projekt äärmiselt odav .;0;18;Farmaatsiatööstuse;free;hiidfirmade jaoks on kogu projekt äärmiselt odav .;100.0;100.0;100.0
73617;Train/aja_ml200247_osa_1_ud211.conllu;Mis keeles te Eesti-Soome sümfooniaorkestriga suhtlete ?;14;25;Eesti-Soome;free;Mis keeles te sümfooniaorkestriga suhtlete ?;100.0;100.0;100.0
73619;Train/tea_AA_05_6_ud211.conllu;Mälupulk on igati tabav ja mõnus nimi , kuid selle termini kasutamisel tehnilistes tekstides võib tekkida raskusi .;71;92;tehnilistes tekstides;free;Mälupulk on igati tabav ja mõnus nimi , kuid selle termini kasutamisel võib tekkida raskusi .;100.0;100.0;100.0
73621;Train/ilu_valton_ud211.conllu;Tõe huvides peab ütlema , et tibu kuulis küll sõnu , aga ta ei saanud nende tähendusest aru .;70;75;nende;free;Tõe huvides peab ütlema , et tibu kuulis küll sõnu , aga ta ei saanud tähendusest aru .;100.0;100.0;100.0
73622;Train/aja_sloleht20071217_ud211.conllu;""" Detsembrikuu mängudegraafik on olnud väga tihe .";2;14;Detsembrikuu;free;""" mängudegraafik on olnud väga tihe .";100.0;100.0;100.0
73629;Train/aja_pm20001004_osa_3_ud211.conllu;Valitsus otsustas eile hoolimata segastest maaküsimustest panna 250 miljoni kroonise alghinnaga müüki AS Tallinna Olümpiapurjespordikeskuse ( TOP ) kogu aktsiapaki .;102;147;AS Tallinna Olümpiapurjespordikeskuse ( TOP );free;Valitsus otsustas eile hoolimata segastest maaküsimustest panna 250 miljoni kroonise alghinnaga müüki kogu aktsiapaki .;100.0;100.0;100.0
73634;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Nii nagu ühele ülikoolihaigla arstile kohane , pühendus Tähti Saar paralleelselt kliinilise tööga ka õppe- ja teadustööle ning ta on alates 1979. aasta märtsikuust kuni praeguse ajani töötanud arsti-õppejõuna selle sõnapaari kõige otsesemas tähenduses .;209;251;selle sõnapaari kõige otsesemas tähenduses;free;Nii nagu ühele ülikoolihaigla arstile kohane , pühendus Tähti Saar paralleelselt kliinilise tööga ka õppe- ja teadustööle ning ta on alates 1979. aasta märtsikuust kuni praeguse ajani töötanud arsti-õppejõuna .;100.0;100.0;100.0
73635;Train/arborest_ud211.conllu;Tuul liigutas tema kleiti .;14;18;tema;free;Tuul liigutas kleiti .;100.0;100.0;100.0
73636;Train/aja_ee200110_osa_3_ud211.conllu;Aga mida tahab peategelane ise ?;27;30;ise;free;Aga mida tahab peategelane ?;100.0;100.0;100.0
73642;Train/tea_AA_05_6_ud211.conllu;Eesti õpiressursside portaal Koolielu.ee sisaldab küll tuhandeid õpiobjekte ja neid on kirjeldatud ka võtmesõnadega , kuid võtmesõnad asuvad MySQL andmetabelis ega vasta IEEE LOM õpiobjektide metaandmete standardile ( LOMi andmed säilitatakse enamasti XML formaadis või andmebaasis , mis genereerib XML faile ) .;0;5;Eesti;free;õpiressursside portaal Koolielu.ee sisaldab küll tuhandeid õpiobjekte ja neid on kirjeldatud ka võtmesõnadega , kuid võtmesõnad asuvad MySQL andmetabelis ega vasta IEEE LOM õpiobjektide metaandmete standardile ( LOMi andmed säilitatakse enamasti XML formaadis või andmebaasis , mis genereerib XML faile ) .;100.0;100.0;100.0
73643;Train/tea_AA_05_6_ud211.conllu;Eesti õpiressursside portaal Koolielu.ee sisaldab küll tuhandeid õpiobjekte ja neid on kirjeldatud ka võtmesõnadega , kuid võtmesõnad asuvad MySQL andmetabelis ega vasta IEEE LOM õpiobjektide metaandmete standardile ( LOMi andmed säilitatakse enamasti XML formaadis või andmebaasis , mis genereerib XML faile ) .;0;20;Eesti õpiressursside;free;portaal Koolielu.ee sisaldab küll tuhandeid õpiobjekte ja neid on kirjeldatud ka võtmesõnadega , kuid võtmesõnad asuvad MySQL andmetabelis ega vasta IEEE LOM õpiobjektide metaandmete standardile ( LOMi andmed säilitatakse enamasti XML formaadis või andmebaasis , mis genereerib XML faile ) .;100.0;100.0;100.0
