id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
37082;Train/tea_geofyysika.conllu;Maa tegelik pind ei ole korrapärane ja seda lähendab kaardistamise tarvis kõige paremini kujuteldav hüdrostaatilises tasakaalus olev veepind .;89;99;kujuteldav;free;Maa tegelik pind ei ole korrapärane ja seda lähendab kaardistamise tarvis kõige paremini hüdrostaatilises tasakaalus olev veepind .;100.0;100.0;100.0
37087;Train/aja_pm19980926e_ud211.conllu;Kotiriidesse õmmeldud pudel peitis endas üsna igavat ja tavapärast sisu .;0;21;Kotiriidesse õmmeldud;free;pudel peitis endas üsna igavat ja tavapärast sisu .;100.0;100.0;100.0
37091;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Probleemi aktuaalsust peegeldavad ka sel teemal kaitstud kümned doktoriväitekirjad Soomes ja Eestis .;37;56;sel teemal kaitstud;free;Probleemi aktuaalsust peegeldavad ka kümned doktoriväitekirjad Soomes ja Eestis .;100.0;100.0;100.0
37097;Train/aja_ee199920_osa_3_ud211.conllu;Euroopas seevastu terendab silmapiiril ähvardav komistuskivi .;39;47;ähvardav;free;Euroopas seevastu terendab silmapiiril komistuskivi .;100.0;100.0;100.0
37106;Train/aja_ee200110_osa_8_ud211.conllu;Mõrv , seks , kantpead , limusiinid , lendavad dollarid ...;38;46;lendavad;free;Mõrv , seks , kantpead , limusiinid , dollarid ...;100.0;100.0;100.0
37108;Train/aja_ee200110_osa_9_ud211.conllu;Need võtab rõõmuga Ida-Euroopa filmile spetsialiseerunud Cottbusi festivali esindaja Roland Rust .;19;56;Ida-Euroopa filmile spetsialiseerunud;free;Need võtab rõõmuga Cottbusi festivali esindaja Roland Rust .;100.0;100.0;100.0
37109;Train/tea_toohoive.conllu;Ärikeskkonna objektiivne komponent koosneb omakorda väga mitmetest , kord teineteist toetavatest , kord vastuolus olevatest erinevatest komponentidest .;67;123;, kord teineteist toetavatest , kord vastuolus olevatest;free;Ärikeskkonna objektiivne komponent koosneb omakorda väga mitmetest erinevatest komponentidest .;100.0;100.0;100.0
37112;Train/aja_ee200110_osa_3_ud211.conllu;Sügisel maja müügiga tegelenud Klas Kinnisvara maakleril Merle Randmaal on Argo Vaikla käega kirjutatud paber : üldpind 230 , kogupind 280 ruutmeetrit .;0;30;Sügisel maja müügiga tegelenud;free;Klas Kinnisvara maakleril Merle Randmaal on Argo Vaikla käega kirjutatud paber : üldpind 230 , kogupind 280 ruutmeetrit .;100.0;100.0;100.0
37118;Train/aja_ee200110_osa_2_ud211.conllu;Kardab seda , et uurimine käib vaid sellel suunal , mis on seotud kättemaksu versiooniga , millest kinnivõetud poisid ise räägivad .;99;110;kinnivõetud;free;Kardab seda , et uurimine käib vaid sellel suunal , mis on seotud kättemaksu versiooniga , millest poisid ise räägivad .;100.0;100.0;100.0
37120;Train/aja_ee200110_osa_10_ud211.conllu;Ei kajasta enam maailmale suunatud luuletaja rahutust või maailmast lähtuvat valu ja rõõmu luuletaja hinges .;16;34;maailmale suunatud;free;Ei kajasta enam luuletaja rahutust või maailmast lähtuvat valu ja rõõmu luuletaja hinges .;100.0;100.0;100.0
37121;Train/aja_ee200110_osa_10_ud211.conllu;Ei kajasta enam maailmale suunatud luuletaja rahutust või maailmast lähtuvat valu ja rõõmu luuletaja hinges .;58;76;maailmast lähtuvat;free;Ei kajasta enam maailmale suunatud luuletaja rahutust või valu ja rõõmu luuletaja hinges .;100.0;100.0;100.0
37129;Dev/ilu_orlau_ud211.conllu;Miski ei võistle eheda raba hõnguga , kus segunevad sookailu mõrkjas lõhn , murakate pehme , vaevuaimatav aroom , niiske sambla värske hõng ning müstilised mahlakad laukaaurud , mis reetliku salalikkusega meeltesse imbuvad .;36;222;, kus segunevad sookailu mõrkjas lõhn , murakate pehme , vaevuaimatav aroom , niiske sambla värske hõng ning müstilised mahlakad laukaaurud , mis reetliku salalikkusega meeltesse imbuvad;free;Miski ei võistle eheda raba hõnguga .;100.0;100.0;100.0
37133;Train/aja_ml200247_osa_2_ud211.conllu;Endine välisminister Ilves kirjutas väga huvitava artikli sellest , mis saab Eesti välispoliitikast pärast Euroopa Liitu ja NATOsse astumist .;36;49;väga huvitava;free;Endine välisminister Ilves kirjutas artikli sellest , mis saab Eesti välispoliitikast pärast Euroopa Liitu ja NATOsse astumist .;100.0;100.0;100.0
37136;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Käesolev töö kajastab ühte osa unehäirete epidemioloogilisest uuringust , mille korraldasime Tartu Ülikooli arstiteaduskonna üliõpilastel .;0;8;Käesolev;free;töö kajastab ühte osa unehäirete epidemioloogilisest uuringust , mille korraldasime Tartu Ülikooli arstiteaduskonna üliõpilastel .;100.0;100.0;100.0
37139;Train/aja_ee200110_osa_1_ud211.conllu;See ei tohiks olla põhjus alaväärsuskompleksiks - et me saime nüüd suusatamises ainult ühe kulla , et meil pole troopikapäikselist liivaranda ...;48;141;- et me saime nüüd suusatamises ainult ühe kulla , et meil pole troopikapäikselist liivaranda;free;See ei tohiks olla põhjus alaväärsuskompleksiks ...;100.0;100.0;100.0
37155;Train/tea_geofyysika.conllu;Läks ju järjekordse tundmatusse paika suunduva kaubakaravani või väesalga retke edukaks kulgemiseks tarvis ka teeolude ja kliima andmeid .;20;46;tundmatusse paika suunduva;free;Läks ju järjekordse kaubakaravani või väesalga retke edukaks kulgemiseks tarvis ka teeolude ja kliima andmeid .;100.0;100.0;100.0
37161;Train/aja_horisont2000_osa_4_ud211.conllu;Norskamisest ja sellega kaasnevast hingamispeetusest kõik alguse saabki .;16;34;sellega kaasnevast;free;Norskamisest ja hingamispeetusest kõik alguse saabki .;100.0;100.0;100.0
37168;Train/tea_AA_05_6_ud211.conllu;Virtuaalsed õpikeskkonnad ei ole siiani täitnud neile pandud ootusi .;48;60;neile pandud;free;Virtuaalsed õpikeskkonnad ei ole siiani täitnud ootusi .;100.0;100.0;100.0
37170;Train/aja_ee200110_osa_1_ud211.conllu;Loksal on puhkenud sõda kohaliku maffia ja taanlaste suurkontsernile Maersk kuuluva laevaremonditehase vahel .;43;83;taanlaste suurkontsernile Maersk kuuluva;free;Loksal on puhkenud sõda kohaliku maffia ja laevaremonditehase vahel .;100.0;100.0;100.0
37174;Train/aja_ee200110_osa_6_ud211.conllu;Pärast sunnitud vahepeatust jätkame mõõdukamas tempos .;7;15;sunnitud;free;Pärast vahepeatust jätkame mõõdukamas tempos .;100.0;100.0;100.0
37179;Train/aja_pm19980926e_ud211.conllu;Soovitav on kummutada tort vormist välja väheke jahtununa ja tuua ootavatele vesistele suudele kohe lauda .;66;76;ootavatele;free;Soovitav on kummutada tort vormist välja väheke jahtununa ja tuua vesistele suudele kohe lauda .;100.0;100.0;100.0
37180;Train/aja_horisont2000_osa_5_ud211.conllu;Tänapäeva liberaalses keskkonnas , kus nii kodutöödele kui ka väheste laste kasvatamisele kulub üha vähem energiat , on just naised hakanud omaks võtma pseudomaskuliinseid jooni .;33;116;, kus nii kodutöödele kui ka väheste laste kasvatamisele kulub üha vähem energiat ,;free;Tänapäeva liberaalses keskkonnas on just naised hakanud omaks võtma pseudomaskuliinseid jooni .;100.0;100.0;100.0
37182;Train/ilu_remsu_ud211.conllu;Just Marco Polo teose vastuvõtt Euroopas kinnistas lõplikult Hiina ja Euroopa vastandumise , mis oli alguse saanud mööda Siiditeed rändavate kaupmeeste suust suhu liikunud imelugudest .;152;171;suust suhu liikunud;free;Just Marco Polo teose vastuvõtt Euroopas kinnistas lõplikult Hiina ja Euroopa vastandumise , mis oli alguse saanud mööda Siiditeed rändavate kaupmeeste imelugudest .;100.0;100.0;100.0
37187;Train/aja_luup200202_osa_1_ud211.conllu;Kui uskuda Luubi käsutuses olevat konsultatsioonifirmas Rimess MRI Tallinna linnavalitsuse tellimusel koostatud salajast finantsplaani , on 721 neist järgmiseks aastavahetuseks kinga saanud .;11;33;Luubi käsutuses olevat;free;Kui uskuda konsultatsioonifirmas Rimess MRI Tallinna linnavalitsuse tellimusel koostatud salajast finantsplaani , on 721 neist järgmiseks aastavahetuseks kinga saanud .;100.0;100.0;100.0
37190;Train/aja_epl20061216_ud211.conllu;Tema sõnul on kindlasti kergem minna lähimasse poodi ja valida endale sobiv valmisese , kuid enda kasvatatud mööbel on isikupärasem ja looduslikum .;70;75;sobiv;free;Tema sõnul on kindlasti kergem minna lähimasse poodi ja valida endale valmisese , kuid enda kasvatatud mööbel on isikupärasem ja looduslikum .;100.0;100.0;100.0
37193;Train/aja_luup200202_osa_4_ud211.conllu;Kärbse Ormia ochracea eeskujul valmistab mikrofone rühm DARPA rahastatud teadlasi Ronald Milesi juhtimisel New Yorgi osariigis Binghamptoni ülikoolis .;56;72;DARPA rahastatud;free;Kärbse Ormia ochracea eeskujul valmistab mikrofone rühm teadlasi Ronald Milesi juhtimisel New Yorgi osariigis Binghamptoni ülikoolis .;100.0;100.0;100.0
37201;Dev/ilu_orlau_ud211.conllu;Tekkinud akvaariumitaolises vaikuses tajusin järsku kellegi sisenemist .;0;8;Tekkinud;free;akvaariumitaolises vaikuses tajusin järsku kellegi sisenemist .;100.0;100.0;100.0
37211;Train/aja_luup200202_osa_3_ud211.conllu;Suuremaid ettevõtteid tuleks aga pakkuda strateegilistele investoritele , kes kasutavad saadud vara kõige paremini .;88;94;saadud;free;Suuremaid ettevõtteid tuleks aga pakkuda strateegilistele investoritele , kes kasutavad vara kõige paremini .;100.0;100.0;100.0
37219;Train/aja_horisont2000_osa_1_ud211.conllu;Selle järgi ei ole mitmest mustast august koosnev süsteem galaktika keskmes dünaamiliselt stabiilne .;19;49;mitmest mustast august koosnev;free;Selle järgi ei ole süsteem galaktika keskmes dünaamiliselt stabiilne .;100.0;100.0;100.0
37221;Train/aja_horisont2000_osa_3_ud211.conllu;Väljaspool isamaad elavate tšetšeenide suure arvu taga on juba 1960. aastate algusest Tšetšeenias kunstlikult loodud suur tööpuudus , mis pidi vältima tšetšeenide naasmist pagendusest ja ulatus 1980. aastate keskpaigas ligi 25 protsendini töövõimelisest elanikkonnast .;58;116;juba 1960. aastate algusest Tšetšeenias kunstlikult loodud;free;Väljaspool isamaad elavate tšetšeenide suure arvu taga on suur tööpuudus , mis pidi vältima tšetšeenide naasmist pagendusest ja ulatus 1980. aastate keskpaigas ligi 25 protsendini töövõimelisest elanikkonnast .;100.0;100.0;100.0
37224;Train/aja_horisont2000_osa_5_ud211.conllu;Kaelkirjakud ei kaitse oma reviiri teiste eest ning kõrvuti elavate pikk-kaelte asualad kattuvad tihti osaliselt .;52;67;kõrvuti elavate;free;Kaelkirjakud ei kaitse oma reviiri teiste eest ning pikk-kaelte asualad kattuvad tihti osaliselt .;100.0;100.0;100.0
37225;Train/aja_ml200247_osa_4_ud211.conllu;Kaitsealal kehtima hakkav sihtkaitsevööndi-režiim tagab must-toone-kure ja metsise pesitsemiseks vajaliku looduskeskkonna ning kogu kaitsealal kehtiv tähtajaline liikumiskeeld vähendab juhuslikku häirimist .;0;25;Kaitsealal kehtima hakkav;free;sihtkaitsevööndi-režiim tagab must-toone-kure ja metsise pesitsemiseks vajaliku looduskeskkonna ning kogu kaitsealal kehtiv tähtajaline liikumiskeeld vähendab juhuslikku häirimist .;100.0;100.0;100.0
37228;Train/tea_toohoive.conllu;Pikemat aega turul olnud ettevõtete aegridu uurides on võimalik leida mõningane arv sektoreid , mille mõju tööhõivele on olnud negatiivne kõigil vaadeldavatel aastatel .;0;24;Pikemat aega turul olnud;free;ettevõtete aegridu uurides on võimalik leida mõningane arv sektoreid , mille mõju tööhõivele on olnud negatiivne kõigil vaadeldavatel aastatel .;100.0;100.0;100.0
37229;Train/tea_toohoive.conllu;Pikemat aega turul olnud ettevõtete aegridu uurides on võimalik leida mõningane arv sektoreid , mille mõju tööhõivele on olnud negatiivne kõigil vaadeldavatel aastatel .;145;158;vaadeldavatel;free;Pikemat aega turul olnud ettevõtete aegridu uurides on võimalik leida mõningane arv sektoreid , mille mõju tööhõivele on olnud negatiivne kõigil aastatel .;100.0;100.0;100.0
37233;Train/aja_ee200110_osa_10_ud211.conllu;"Mitmed fotod , mis kannataks leheküljesuurust formaati , on ikkagi pisikesed ; mitmed küljed on täiesti fookusevabad ja koosnevad üksteisega heitlevatest ning üksteist nullivatest valgeraamsetest piltidest .";130;179;üksteisega heitlevatest ning üksteist nullivatest;free;"Mitmed fotod , mis kannataks leheküljesuurust formaati , on ikkagi pisikesed ; mitmed küljed on täiesti fookusevabad ja koosnevad valgeraamsetest piltidest .";100.0;100.0;100.0
37241;Train/aja_horisont2000_osa_3_ud211.conllu;Vahel õnnestub leida endale väike nišš , kus saad veidi aega rahulikult omaette töötada .;39;87;, kus saad veidi aega rahulikult omaette töötada;free;Vahel õnnestub leida endale väike nišš .;100.0;100.0;100.0
37243;Train/tea_AA_05_6_ud211.conllu;Laenuriski lihtsustatud otsustuspuu .;11;23;lihtsustatud;free;Laenuriski otsustuspuu .;100.0;100.0;100.0
37246;Train/tea_AA_05_6_ud211.conllu;Mis puutub jäljeprotsessorisse , siis seda on kirjeldatud ülalmainitud artiklis .;58;70;ülalmainitud;free;Mis puutub jäljeprotsessorisse , siis seda on kirjeldatud artiklis .;100.0;100.0;100.0
37247;Train/aja_ee199920_osa_1_ud211.conllu;Antud küsimuses laiema kultuurilise hoiaku ( mis asi see on ? ) saavutamiseks peab EE küll palju artikleid kirjutama ja katseliselt solvama mitmesuguseid inimesi , kes oma soengu ja särgiga saadavad välja signaale .;0;5;Antud;free;küsimuses laiema kultuurilise hoiaku ( mis asi see on ? ) saavutamiseks peab EE küll palju artikleid kirjutama ja katseliselt solvama mitmesuguseid inimesi , kes oma soengu ja särgiga saadavad välja signaale .;100.0;100.0;100.0
37250;Train/aja_epl20061216_ud211.conllu;Volkswagenis sõitnud kiirabitöötaja , 52-aastane Kaja , toimetati PERH Mustamäe korpusesse .;0;20;Volkswagenis sõitnud;free;kiirabitöötaja , 52-aastane Kaja , toimetati PERH Mustamäe korpusesse .;100.0;100.0;100.0
37251;Train/aja_ee200110_osa_7_ud211.conllu;Tal on dementsuse algstaadium ning suured depressiooni- ja nõrkusehood , nii et kaotab meelemärkuse ja vajab toibumiseks kõrvalist abi .;71;134;, nii et kaotab meelemärkuse ja vajab toibumiseks kõrvalist abi;free;Tal on dementsuse algstaadium ning suured depressiooni- ja nõrkusehood .;100.0;100.0;100.0
37261;Train/tea_toohoive.conllu;Selleks , et teha majanduspoliitika korrigeerimise soovitusi , tuleb majandusteadlastel selgitada vaadeldavate majandusnähtuste põhjusi .;98;110;vaadeldavate;free;Selleks , et teha majanduspoliitika korrigeerimise soovitusi , tuleb majandusteadlastel selgitada majandusnähtuste põhjusi .;100.0;100.0;100.0
37272;Train/aja_pm20001004_osa_2_ud211.conllu;Mare Tommingase töö on temast teinud äärmiselt sümpaatse ja inimliku printsi , kelle verbaalselt öeldud fraas kutsub esile publiku kõige heatahtlikuma naerupahvaku .;85;103;verbaalselt öeldud;free;Mare Tommingase töö on temast teinud äärmiselt sümpaatse ja inimliku printsi , kelle fraas kutsub esile publiku kõige heatahtlikuma naerupahvaku .;100.0;100.0;100.0
37276;Train/aja_pm20001004_osa_4_ud211.conllu;Päeva teisel poolel , kui Läänekaldal Nabluse lähistel maeti varasemas tulevahetuses hukkunud palestiina noorukit , algasid uued rahutused .;61;93;varasemas tulevahetuses hukkunud;free;Päeva teisel poolel , kui Läänekaldal Nabluse lähistel maeti palestiina noorukit , algasid uued rahutused .;100.0;100.0;100.0
37278;Train/aja_ml200247_osa_2_ud211.conllu;""" Tänapäeval saab lehm õigesti toodetud söödast proteiini küll kätte , kuid lehmadel kipub tekkima energiapuudus .";23;39;õigesti toodetud;free;""" Tänapäeval saab lehm söödast proteiini küll kätte , kuid lehmadel kipub tekkima energiapuudus .";100.0;100.0;100.0
37279;Train/aja_ml200247_osa_5_ud211.conllu;Isamaa poliitikas algusest peale peituv vastuolu ei ole tal lubanud olla päriselt rahvuslik ega päriselt uusliberaalne .;0;39;Isamaa poliitikas algusest peale peituv;free;vastuolu ei ole tal lubanud olla päriselt rahvuslik ega päriselt uusliberaalne .;100.0;100.0;100.0
37280;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Metronidasooli kontsentratsioon septilises šokis olevate patsientide vereplasmas ja lihas-koes;32;56;septilises šokis olevate;free;Metronidasooli kontsentratsioon patsientide vereplasmas ja lihas-koes;100.0;100.0;100.0
37290;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Korduvad bronhoskoopial põhinevad protseduurid ei ole seejuures turvalisemad ja eelistatavamad kui kirurgiline operatsioon ( 8 ) .;0;8;Korduvad;free;bronhoskoopial põhinevad protseduurid ei ole seejuures turvalisemad ja eelistatavamad kui kirurgiline operatsioon ( 8 ) .;100.0;100.0;100.0
37291;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Korduvad bronhoskoopial põhinevad protseduurid ei ole seejuures turvalisemad ja eelistatavamad kui kirurgiline operatsioon ( 8 ) .;9;33;bronhoskoopial põhinevad;free;Korduvad protseduurid ei ole seejuures turvalisemad ja eelistatavamad kui kirurgiline operatsioon ( 8 ) .;100.0;100.0;100.0
37308;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Kui Giemsa-vöötide meetodiga uurimise järel tekkis kromosoomide heterokromaatse ala muutuse kahtlus , siis kasutati lisaks ka Arrighi ja Hsu ( 8 ) C-vöötide meetodi teisendit , kus valikuliselt värvuvad kromosoomide struktuurse heterokromatiini alad .;175;249;, kus valikuliselt värvuvad kromosoomide struktuurse heterokromatiini alad;free;Kui Giemsa-vöötide meetodiga uurimise järel tekkis kromosoomide heterokromaatse ala muutuse kahtlus , siis kasutati lisaks ka Arrighi ja Hsu ( 8 ) C-vöötide meetodi teisendit .;100.0;100.0;100.0
37311;Train/aja_luup200202_osa_4_ud211.conllu;Udus ideaalselt tegutsevaid roboteid võivad aga häirida tuul , vihm ja palavus .;0;27;Udus ideaalselt tegutsevaid;free;roboteid võivad aga häirida tuul , vihm ja palavus .;100.0;100.0;100.0
37312;Train/aja_horisont2000_osa_4_ud211.conllu;Sõjale järgnenud karistusoperatsioonid olid samavõrd julmad kui sõda ise .;0;16;Sõjale järgnenud;free;karistusoperatsioonid olid samavõrd julmad kui sõda ise .;100.0;100.0;100.0
37317;Train/aja_luup200202_osa_1_ud211.conllu;Ühtepidi on see hea , et saame oma ühiskonda esmakordselt kõigi teistega võrrelda .;20;81;, et saame oma ühiskonda esmakordselt kõigi teistega võrrelda;free;Ühtepidi on see hea .;100.0;100.0;100.0
37321;Train/ilu_kanep_ud211.conllu;Suundusin raamatukokku , kus sukeldusin samakulujoonte , ristelastsuste ja asendusefektide jahedasse ookeani .;23;108;, kus sukeldusin samakulujoonte , ristelastsuste ja asendusefektide jahedasse ookeani;free;Suundusin raamatukokku .;100.0;100.0;100.0
37322;Train/tea_toohoive.conllu;Tööalase õppega seotud kursustel osalemises on vähe muutusi alates 1997. aastast .;0;22;Tööalase õppega seotud;free;kursustel osalemises on vähe muutusi alates 1997. aastast .;100.0;100.0;100.0
37323;Train/aja_ee200110_osa_2_ud211.conllu;Ülalkirjeldatud meditsiiniline protseduur leiab aset Pirital Tippspordi Uuringukeskuses teisipäeval umbes veerand viis pärast lõunat .;0;15;Ülalkirjeldatud;free;meditsiiniline protseduur leiab aset Pirital Tippspordi Uuringukeskuses teisipäeval umbes veerand viis pärast lõunat .;100.0;100.0;100.0
37330;Train/aja_horisont2000_osa_1_ud211.conllu;· Sai aastal 1921 Nobeli füüsikapreemia juba 1905. aastal loodud fotoefekti teooria eest , mille järgi elektron lendab ainest välja , kui saabuv valguskvant talle selleks paraja koguse energiat annab .;138;144;saabuv;free;· Sai aastal 1921 Nobeli füüsikapreemia juba 1905. aastal loodud fotoefekti teooria eest , mille järgi elektron lendab ainest välja , kui valguskvant talle selleks paraja koguse energiat annab .;100.0;100.0;100.0
37344;Train/tea_AA_05_6_ud211.conllu;Paljudes USB välkmäludraivides sisalduvate välkmälulülituste infoläbilaskevõime ei ületa 100 megabitti sekundis .;0;42;Paljudes USB välkmäludraivides sisalduvate;free;välkmälulülituste infoläbilaskevõime ei ületa 100 megabitti sekundis .;100.0;100.0;100.0
37346;Train/tea_toohoive.conllu;2000. aastal oli nimetatud positiivne seos siiski märkimisväärselt nõrgem .;17;26;nimetatud;free;2000. aastal oli positiivne seos siiski märkimisväärselt nõrgem .;100.0;100.0;100.0
37351;Train/ilu_kanep_ud211.conllu;Rabasin kiiresti kilekoti , kus krabisesid šokolaaditahvlid ja pungitas suur koolapudel .;26;87;, kus krabisesid šokolaaditahvlid ja pungitas suur koolapudel;free;Rabasin kiiresti kilekoti .;100.0;100.0;100.0
37353;Dev/aja_epl20070812_ud211.conllu;Poodiumi madalaima koha hõivas Fortec Motosporti esindav britt Greg Mansell .;31;56;Fortec Motosporti esindav;free;Poodiumi madalaima koha hõivas britt Greg Mansell .;100.0;100.0;100.0
37363;Train/ilu_remsu_ud211.conllu;Olgem leebed ja ärgem nimetagem seda rassismiks , andkem sellele nähtusele pehmem nimetus – teadmatusest sündinud rahvuslik eelarvamus .;92;113;teadmatusest sündinud;free;Olgem leebed ja ärgem nimetagem seda rassismiks , andkem sellele nähtusele pehmem nimetus – rahvuslik eelarvamus .;100.0;100.0;100.0
37383;Train/aja_pm19980926e_ud211.conllu;Põhiliselt süüakse riisi ja vardas küpsetatud lambaliha ilma mingi kastmeta .;28;45;vardas küpsetatud;free;Põhiliselt süüakse riisi ja lambaliha ilma mingi kastmeta .;100.0;100.0;100.0
37384;Dev/aja_ee199920_osa4_ud211.conllu;"Pärnus tegutsev alternatiivne kunstikool Academia Non Grata avas 13. mail Tallinnas Balti jaamas kolmanda näituse "" Aastatuhandevahetuse sündroom "" .";0;15;Pärnus tegutsev;free;"alternatiivne kunstikool Academia Non Grata avas 13. mail Tallinnas Balti jaamas kolmanda näituse "" Aastatuhandevahetuse sündroom "" .";100.0;100.0;100.0
37388;Train/aja_ee199920_osa_2_ud211.conllu;Siseminister Jüri Mõis ütleb Ekspressile antud intervjuus , et lootus pääseda Euroopa Liitu on ametnikud kiiremini liigutama pannud .;29;46;Ekspressile antud;free;Siseminister Jüri Mõis ütleb intervjuus , et lootus pääseda Euroopa Liitu on ametnikud kiiremini liigutama pannud .;100.0;100.0;100.0
37389;Train/aja_ee199920_osa_2_ud211.conllu;Siseminister Jüri Mõis ütleb Ekspressile antud intervjuus , et lootus pääseda Euroopa Liitu on ametnikud kiiremini liigutama pannud .;70;91;pääseda Euroopa Liitu;free;Siseminister Jüri Mõis ütleb Ekspressile antud intervjuus , et lootus on ametnikud kiiremini liigutama pannud .;100.0;100.0;100.0
37395;Train/tea_geofyysika.conllu;On olemas ka mitmeid valitsustevahelisel tasemel tegutsevaid komiteesid .;21;60;valitsustevahelisel tasemel tegutsevaid;free;On olemas ka mitmeid komiteesid .;100.0;100.0;100.0
37408;Train/aja_horisont2000_osa_5_ud211.conllu;Paremal pool laius kõrge rohuga savann , kus umbes saja meetri kaugusel sõid sebrad , impalad ning mõned kaelkirjakud .;39;117;, kus umbes saja meetri kaugusel sõid sebrad , impalad ning mõned kaelkirjakud;free;Paremal pool laius kõrge rohuga savann .;100.0;100.0;100.0
37418;Train/tea_AA_05_6_ud211.conllu;Seejärel seotakse kirjeldused erinevate riiklike õppekavadega .;30;39;erinevate;free;Seejärel seotakse kirjeldused riiklike õppekavadega .;100.0;100.0;100.0
37420;Train/aja_ee200110_osa_6_ud211.conllu;Ei aita veenmine , et ta näeb hea välja .;17;39;, et ta näeb hea välja;free;Ei aita veenmine .;100.0;100.0;100.0
37431;Dev/aja_luup200009_ud211.conllu;Loodan vaid , et välispankade toel tekkiv konkurents paneb asjad paika .;17;41;välispankade toel tekkiv;free;Loodan vaid , et konkurents paneb asjad paika .;100.0;100.0;100.0
37433;Train/tea_geofyysika.conllu;Keskmiselt vastab ülaltoodud mass 75 Jupiteri massile .;18;28;ülaltoodud;free;Keskmiselt vastab mass 75 Jupiteri massile .;100.0;100.0;100.0
37437;Train/aja_ee199920_osa_1_ud211.conllu;Natside jälitamisega tegelev Simon Wiesenthali keskus süüdistas teda elu lõpuni sõjakuritegudes .;0;28;Natside jälitamisega tegelev;free;Simon Wiesenthali keskus süüdistas teda elu lõpuni sõjakuritegudes .;100.0;100.0;100.0
37446;Train/tea_AA_05_6_ud211.conllu;Nii on mälupulkadeks nimetatud erinevaid välkmälukaarte , portatiivseid MP3-pleiereid ja muidki välkmälulülitusi sisaldavaid seadmeid .;96;124;välkmälulülitusi sisaldavaid;free;Nii on mälupulkadeks nimetatud erinevaid välkmälukaarte , portatiivseid MP3-pleiereid ja muidki seadmeid .;100.0;100.0;100.0
37452;Train/aja_ml200247_osa_1_ud211.conllu;Kuidas hindate Eesti võimalusi mahetooteid toota ?;31;48;mahetooteid toota;free;Kuidas hindate Eesti võimalusi ?;100.0;100.0;100.0
37464;Train/tea_geofyysika.conllu;Vaatluspunktide või vaatlusjaamade tegevus on korraldatud ühtse koordineeritud programmiga .;64;78;koordineeritud;free;Vaatluspunktide või vaatlusjaamade tegevus on korraldatud ühtse programmiga .;100.0;100.0;100.0
37465;Train/aja_horisont2000_osa_1_ud211.conllu;Bismarcki kavandatud Prantsusmaa isoleerimispoliitika kandis vilja .;0;20;Bismarcki kavandatud;free;Prantsusmaa isoleerimispoliitika kandis vilja .;100.0;100.0;100.0
37468;Train/aja_pm20001004_osa_4_ud211.conllu;Seejärel suundus Täht Tõnismäe valveapteeki , kus oli küll insuliin olemas , aga retseptita seda ei müüdud .;44;106;, kus oli küll insuliin olemas , aga retseptita seda ei müüdud;free;Seejärel suundus Täht Tõnismäe valveapteeki .;100.0;100.0;100.0
37469;Train/aja_epl20061216_ud211.conllu;Koos oma treeneri Andrei Luzginiga täidavad nad kergejõustikutreeneri Sven Andresoo koostatud harjutuskava .;48;93;kergejõustikutreeneri Sven Andresoo koostatud;free;Koos oma treeneri Andrei Luzginiga täidavad nad harjutuskava .;100.0;100.0;100.0
37473;Train/aja_ee200110_osa_9_ud211.conllu;Sissetöötatud filmitööstuses käibki see nii .;0;13;Sissetöötatud;free;filmitööstuses käibki see nii .;100.0;100.0;100.0
37477;Train/aja_ee200110_osa_2_ud211.conllu;Laipa tuvastamas käinud Pärjamäe sõnul polnud sõbra surnukehast suurt midagi järel .;0;23;Laipa tuvastamas käinud;free;Pärjamäe sõnul polnud sõbra surnukehast suurt midagi järel .;100.0;100.0;100.0
37478;Train/aja_ee200110_osa_7_ud211.conllu;AGA PRAEGUNE õIGE TREND näib rõhutavat just teibjat androgüüni , et oleks nagu naine ja nagu ei oleks ka .;63;104;, et oleks nagu naine ja nagu ei oleks ka;free;AGA PRAEGUNE õIGE TREND näib rõhutavat just teibjat androgüüni .;100.0;100.0;100.0
37484;Train/aja_horisont2000_osa_1_ud211.conllu;Ametlikult oli Inglismaa poliitikaks kuulutatud “ hiilgav isolatsioon ” .;50;57;hiilgav;free;Ametlikult oli Inglismaa poliitikaks kuulutatud “ isolatsioon ” .;100.0;100.0;100.0
37485;Train/aja_luup200106_osa_1_ud211.conllu;Selle tulemusena on alates käesoleva aasta algusest jäänud miljonäridele kuuluvate väärtpaberite koguväärtus peaaegu muutumatuks .;27;36;käesoleva;free;Selle tulemusena on alates aasta algusest jäänud miljonäridele kuuluvate väärtpaberite koguväärtus peaaegu muutumatuks .;100.0;100.0;100.0
