sentence_id,start,end,word_form,current_case,sentence,current_deprel,current_analysis
13769212,75,80,Liiva,gen,"Tekkis piinlik tunne : kas peaksin ka mingi loo välja mõtlema , » meenutas Liiva .",nsubj,"gen,prop,sg"
13775562,37,40,oma,gen,Õpetaja igapäevatöö meenutab artisti oma .,nsubj,"gen,sg"
13782260,65,70,Tamme,gen,"Kui sööstlaskumisega lõpetasin , olin umbes 30. kohal , meenutas Tamme .",nsubj,"gen,prop,sg"
13816660,32,41,lastekodu,gen,Actionfilmi võttepaika meenutab lastekodu praegugi : Kohutavalt kiire !,nsubj,"com,gen,sg"
13956053,70,74,Palu,,""" Hiljem paljud lapsevanemad helistasid meile ja tänasid , "" meenutas Palu .",nsubj,"af,aux,imper,pres,ps,ps2,sg"
13970569,39,42,oma,gen,"Horvaatia mängujoonis meenutab Moldova oma , kuid mehed on kiiremad , osavamad ...",nsubj,"gen,sg"
14054972,23,28,Hinti,gen,"Kindlasti ei meenutaks Hinti hea sõnaga need , kellelt ta natsionaliseerimiskomitee liikmena juunipöörde järel majad ja korterid käest võttis .",nsubj,"gen,prop,sg"
14150465,26,31,Liiva,gen,"Jäi minemata , » meenutab Liiva .",nsubj,"gen,prop,sg"
14258342,0,7,Alatalu,gen,"Alatalu meenutas , et 1993 . aasta kohalikel valimistel kandideeris 27 Riigikogu liiget , mullu juba ligi kolm korda rohkem .",nsubj,"gen,prop,sg"
14315951,97,104,Alatalu,gen,"Ta oli maailma poliitika pärast nii mures ja siis tuli ka see avaldus salaviina asjus , meenutab Alatalu .",nsubj,"gen,prop,sg"
14337301,113,121,Kristina,gen,"“ Ema õrritas raja kõrvalt , et pingutagu ma palju tahes , temast kuldade arvult veel mööda ei lähe , ” meenutas Kristina , kes võitis 22 . ja 23 .",nsubj,"gen,prop,sg"
14946148,133,141,Kristina,gen,"« Ühel õhtul polnud mul midagi tarka teha ning otsustasin pisut arvutada , kas mul on Bente vastu mingi šanss või mitte , » meenutas Kristina .",nsubj,"gen,prop,sg"
14975535,63,68,Lääne,gen,"Millegipärast hakkasid mängijad litritega pommitama , meenutas Lääne .",nsubj,"gen,prop,sg"
14977812,80,84,Õnne,gen,"Kohe uisu alates nägin laskumisel , et Katrin sõidab imelikult sahka , meenutas Õnne Kurg , kes oli viimane Katrinist mööduja .",nsubj,"gen,prop,sg"
14994006,90,98,Kristina,gen,"« Reedel oli päris hull , mingi kõhutõbi tuli kallale , toit ei püsinud sees , » meenutas Kristina .",nsubj,"gen,prop,sg"
15286855,80,87,Tõniste,gen,""" Vastasin , et jah , tean sõjast , "" meenutab üleeile kodumaale tagasi jõudnud Tõniste , 47 .",nsubj,"gen,pl,prop"
15286875,52,59,Tõniste,gen,""" Sissisõduritel oli komme amputeerida , "" meenutab Tõniste , silmad veekalkvel .",nsubj,"gen,pl,prop"
15500246,98,102,Võsu,gen,""" Kümme aastat tagasi saadud hõbedat NLi meistrivõistlustel pole vajadust ülehinnata , "" meenutab Võsu .",nsubj,"gen,prop,sg"
15553094,52,57,jätku,,"Laulja InBoil meenutab mõne aja eest Tartus juhtunu jätku nii : « Kui mees lõpuks taipas , et ta ümber bänd on , siis avastasime ka meie tema sealt .",nsubj,"aux,indic,neg,pres,ps"
16021152,14,19,Mac'i,gen,Meenutab juba Mac'i osaliselt oma GUI poolest .,nsubj,"gen,prop,sg"
16053452,70,78,Ülemkogu,gen,"3 ) 15. ja 16. oktoobri 1999. aasta Tampere istungil meenutas Euroopa Ülemkogu , et piiriüleste kohtuasjade , eriti tõendite kogumise jaoks tuleks välja töötada uued menetlusnormid ;",nsubj,"com,gen,sg"
16091373,29,47,rattareisiprojekti,gen,"Teame-teame … » meenutab üks rattareisiprojekti « Ehh , uhhuduur » maailmaränduritest , Kristjan Prii , reisi lõpuosa .",nsubj,"com,gen,sg"
16341947,9,15,Tootsi,gen,meenutab Tootsi,nsubj,"gen,prop,sg"
16547512,77,85,Kristina,gen,"Et pisut lõdvestuda , jooksin mäest alla vabama ja pikema sammuga , meenutas Kristina .",nsubj,"gen,prop,sg"
16870869,26,31,monte,gen,hmm ... tugevalt meenutab monte carlot,nsubj,"com,gen,sg"
17050913,81,88,Tammaru,gen,"90 kohe esimesel võistlusel ja meistrivõistlustel jäin ikka teiseks , "" meenutab Tammaru ja loodab et edaspidi nii ei juhtu .",nsubj,"com,gen,sg"
17062506,0,5,Pärna,gen,"Pärna meenutas , et Euroopa inimõiguste ja põhivabaduste kaitse konventsiooni ratifitseerimisel deklareeris Eesti , et selle konventsiooni omandikaitse sätted omandireformi seadustele ei laiene .",nsubj,"gen,prop,sg"
17169305,15,21,xpdf'i,gen,meenutab veidi xpdf'i aga oluliselt mugavam .,nsubj,"com,gen,sg"
17668112,19,22,oma,gen,"meenutab väga GTA2 oma , selline värk on üsna popp praegu .",nsubj,"gen,sg"
18450893,18,25,Samueli,gen,Koledalt meenutab Samueli miskipärast :,nsubj,"gen,prop,sg"
18540790,90,97,Escorti,adit,"Väga ei ole küll ise süvenenud , aga kapoti alt olen näinud ja kuskilt ei meenuta Euroopa Escorti .",nsubj,"adit,prop,sg"
18642903,18,23,Peace,gen,Meenutab stiililt Peace orchestrat natuke .,nsubj,"gen,prop,sg"
18796672,117,122,Liivi,gen,"“ Kui ma esimest korda seda kohta vaatamas käisin , oli siin täielik džungel , maja ei paistnud väljagi , ” meenutab Liivi Nelander , praeguse Riinu talu perenaine .",nsubj,"gen,prop,sg"
18852780,0,5,Toomi,gen,"Toomi meenutas , et rahvatantsu ilu ja võimalused avastas ta 1920. aastate alguses , mil Tallinnas käis esinemas üks Rootsi rahvatantsurühm .",nsubj,"gen,prop,sg"
18946681,121,126,Kirja,gen,"“ Olin sellest paigast palju kordi mööda sõitnud ja imetlenud paeväljadel uhkes üksinduses kõrguvat kirikut , ” meenutab Kirja .",nsubj,"com,gen,sg"
906231,115,125,Halonenile,gen,"52 protsenti Rootsi Rahvapartei kandidaadi Elisabeth Rehni toetajatest läheks 6. veebruaril toimuvas teises voorus Halonenile , 48 protsenti neist hääletaks Aho poolt .",nsubj,"gen,prop,sg"
1098780,0,8,Armadale,gen,"Armadale lähen peaaegu kindlasti juhul , kui meie paadid seks ajaks merd pidi Euroopasse jõuavad - siis tuleb ju paat koju tuua .",nsubj,"gen,prop,sg"
1490431,20,29,Levadiale,gen,Meistritiitel läheb Levadiale juba teist aastat järjest .,nsubj,"gen,prop,sg"
4838792,4,8,Aule,gen,"Kui Aule õhtukooli läks , oli tal viimasest koolipäevast möödunud üle kümne aasta .",nsubj,"gen,prop,sg"
6476197,68,77,Gatlinile,gen,"Kokku jagati sprintereile välja miljon dollarit , 500 000 läks siis Gatlinile .",nsubj,"gen,prop,sg"
6634898,52,65,Võru-Kubijale,gen,"Aga Tallinna lauluväljakut ma paaniliselt vihkan ja Võru-Kubijale ka ei lähe , ma ei tea , kellele nad selle ehitasid - seal on nii , et ükspuha kui palju inimesi seal pole , ikka tundub , et neid on vähe .",nsubj,"gen,prop,sg"
6976689,8,19,Mini-Ernale,gen,"Aga kui Mini-Ernale läheme , siis peab küll harjutama veel ja miinivälja ületamist ka . ”",nsubj,"gen,prop,sg"
7633256,20,29,Levadiale,gen,Meistritiitel läheb Levadiale juba teist aastat järjest .,nsubj,"gen,prop,sg"
8290081,0,7,Leigole,gen,Leigole Valgast jalgsi ei lähe .,nsubj,"gen,prop,sg"
8810863,28,34,Inkile,gen,"Talle tuli meele , kuis oli Inkile ja Tatarinovile vasta läinud , malk peos ja hambad irvi .",nsubj,"gen,prop,sg"
9936584,12,20,Flyntile,gen,"Vaevalt see Flyntile tegelikult kuigi palju korda läheb , kuid ta on sunnitud ennast kaitsma avalik-õiguslikus kõnepruugis , esitama seda veendumusena .",nsubj,"gen,prop,sg"
10950745,5,11,Shkele,gen,Miks Shkele erru läks,nsubj,"gen,prop,sg"
11078391,2,9,Tourile,gen,"“ Tourile lähen optimistlikult , hooaja kaks esimest võitu on käes , ” nentis Aus .",nsubj,"gen,prop,sg"
12291491,22,30,Oscarile,gen,“ No kas nüüd lähevad Oscarile või ? ” küsib Vanemuise lavastusala juhataja Lui Lääts .,nsubj,"gen,prop,sg"
12578653,25,31,Nevele,gen,"” Hei , Stanley , kuidas Nevele Pride'il läheb ? ” küsis naine .",nsubj,"gen,prop,sg"
12638592,0,8,Armadale,gen,"Armadale lähen peaaegu kindlasti juhul , kui meie paadid seks ajaks merd pidi Euroopasse jõuavad - siis tuleb ju paat koju tuua .",nsubj,"gen,prop,sg"
13033577,25,38,Maistrišinile,gen,Sellest 63 000 läks otse Maistrišinile .,nsubj,"gen,prop,sg"
13033951,8,16,Vueltale,gen,"Ei lähe Vueltale , lihtsalt ei taha minna , põhjendas eestlaste paremuselt teine rattur Jaan Kirsipuu järel .",nsubj,"gen,prop,sg"
13671823,80,88,Vueltale,gen,"” Käesoleval aastal on Casino meeskonnas ainult 15 meest ja kui neist 9 lähevad Vueltale , jääks Prantsusmaale liiga vähe rattureid .",nsubj,"gen,prop,sg"
15159607,115,124,Helgerile,gen,"Veel jagati välja kolm meistritiitlit , millest üks – parima alkoholiga kohvijoogi valmistamise eest , läks samuti Helgerile , kes võlus žüriid eelkõige oma joogivalmistamise efektsuse ja artistlikkusega .",nsubj,"gen,prop,sg"
15892205,143,155,Palladiumile,gen,"See , et ta andis juba eluajal nime võistlussarjale , temast kirjutati rohkem kui ühestki teisest võistlushobusest ja vändati film , ei läinud Palladiumile suurt korda , sest see oli asjade loomulik käik .",nsubj,"gen,prop,sg"
16488390,56,61,kuule,,"Ai kurat , mul tartusse läheks pisut pikaks vist lükata kuule .",nsubj,"aux,indic,neg,pres,ps"
19476199,10,22,beachpartyle,gen,laetitia: beachpartyle lähete ?,nsubj,"com,gen,sg"
1370250,85,92,julgeks,,"Esimestel päevadel ei julgenud karu elamute lähedusse tulla , kuid ajapikku läks nii julgeks , et hakkas lausa akende ja uste taga luusima .",nsubj,"af,aux,cond,pres,ps"
1930790,129,135,sulaks,,""" Siiski võib veebruari ilma kohta kõige täpsemalt kasutada sõna muutlik , sest lühiajaliste külmalainete järel läheb sama ruttu sulaks , "" kirjeldas Kalde .",nsubj,"af,cond,main,pres,ps"
3381636,34,40,sulaks,,"Neid on igas hoovis ja siis , kui sulaks läheb , kogunevad nad kokku ja lähevad koos põhja poole või peidavad end kuni külmade tulekuni Külmhoonesse jäätiste juurde , et mitte ära sulada .",nsubj,"cond,main,neg,pres,ps"
3419083,42,47,õpiks,,""" Kui saaks vahepeal puhata , siis läheks õpiks veel .",nsubj,"cond,mod,neg,pres,ps"
3995205,94,100,nüriks,,""" Kõlbab täiesti tavaline nn ühekordne vaibanuga ( selle tera saab tükkhaaval ära murda , kui nüriks läheb ) ning see peaks enam-vähem kõigest jagu saama .",nsubj,"cond,mod,neg,pres,ps"
4617755,20,26,sulaks,,""" Kui läheb kergeks sulaks , siis on neid juba nii palju , et karju appi .",nsubj,"cond,mod,neg,pres,ps"
5960982,42,47,jääks,,"2. kas riigil läheks lihtsamaks-ametnikke jääks vähemaks , kui 13% tervisekindlustust jätta töövõtja kätte ?",nsubj,"af,aux,cond,pres,ps"
7099336,16,22,istuks,,"Kui läheks õige istuks nende sekka , mõtles naine .",nsubj,"af,cond,mod,pres,ps"
7138950,9,15,istuks,,""" Läheks istuks kuskil ? "" pakkus ta .",nsubj,"af,cond,main,pres,ps"
10036549,14,20,sulaks,,"“ Reedel läks sulaks ja hapramad ehitised kukkusid kokku , ” rääkis II rahvusvahelise lumeskulptuuride sümpoosioni kunstiline juht Kalle Pruuden .",nsubj,"af,aux,cond,pres,ps"
10363397,92,98,sulaks,,"Endises Ida-Saksas toodetud alajaamades ilmnevad vead just ilmamuutustega , eriti kui läheb sulaks .",nsubj,"af,aux,cond,pres,ps"
11787856,38,44,kisaks,,Tour de France'il läks dopingu pärast kisaks alles üle-eelmisel aastal .,nsubj,"cond,main,neg,pres,ps"
12310918,69,76,võiduks,,"Et Kristiina ka võita võiks , seda ei usu Kägu aga endiselt : "" Oh , võiduks läheb palju , palju õnne vaja ! """,nsubj,"cond,mod,neg,pres,ps"
12580622,79,85,sulaks,,"Jõe tänava suured hanged Pro Kapitali maja juures sundisid lootma , et nii pea sulaks ei lähe .",nsubj,"aux,cond,neg,pres,ps"
12867129,17,24,jälgiks,,"« Ja endal läheb jälgiks , » urises nõudepesija ümber pööramata , selg saepurune .",nsubj,"af,aux,cond,pres,ps"
12974245,23,30,kuivaks,,Eestis läks ses mõttes kuivaks kätte toksisid niisama tühjale tribüünile .,nsubj,"af,cond,mod,pres,ps"
14431969,31,37,sulaks,,"Täna täpselt aasta tagasi läks sulaks ja lund enam maha ei tulnudki , ” lisas ta .",nsubj,"af,cond,main,pres,ps"
14519365,86,92,sulaks,,Öövli sõnul on tavaliselt hakanud talv hoogu koguma mardipäevast ja kadripäeval läheb sulaks .,nsubj,"af,cond,main,pres,ps"
15325482,49,60,kontrolliks,,"Kui üleriideid ära võtsin , mõtlesin , et läheks kontrolliks igaks juhuks uuesti üle , et kas käru on ikka alles .",nsubj,"af,cond,mod,pres,ps"
15453908,10,16,sulaks,,"Kui läheb sulaks , siis ka mõni venelane - see on nende ilm .",nsubj,"af,cond,main,pres,ps"
15516446,85,90,teeks,,"Endalgi kuni 31 juulini puhkus ja mõtlesin , et kuna edasisi plaane pole , et läheks teeks head .",nsubj,"cond,mod,neg,pres,ps"
15531729,78,84,sulaks,,"-4 kraadi , päike paistis ja värske lumi maas , aga neljapäeval läheb kahjuks sulaks .",nsubj,"cond,mod,neg,pres,ps"
16442946,67,73,nüriks,,Kui sirvest teise poolega vastu kivi peksta siis ei lähe ju kirves nüriks !,nsubj,"af,cond,mod,pres,ps"
17037558,25,31,sulaks,,"Kolm nädalat , siis läks sulaks ja sai jälle liikuma .",nsubj,"af,cond,mod,pres,ps"
17133398,42,48,kuluks,,"Kui katust pesta survepesuga , siis läheb kuluks kemikaale , mis sambla eosed ja juured ära tapaksid ( elu käib ka plaadi sisemuses ) , need pole odavad ja pesu ajakuluks on kindlalt 1plaat 0 , 25 - 0 , 5 h koos eelneva kemiseerimisega .",nsubj,"af,aux,cond,pres,ps"
17365728,40,47,maksaks,,Kui lähevad siis mingi 50EEK heal juhul maksaks .,nsubj,"aux,cond,neg,pres,ps"
20659880,17,23,istuks,,FORBS: et läheks istuks vähe nurgas või parem oleks siin,nsubj,"cond,main,neg,pres,ps"
21087418,15,23,pruugiks,,Markos: läheks pruugiks natuke tubakatooteid,nsubj,"af,aux,cond,pres,ps"
20131969,22,28,väääga,gen,bad_girl: minul läheb väääga h'ssti ja sul,nsubj,"com,gen,sg"
6475643,51,68,kommunaalehitusse,adit,"Valdkonniti läheb investeeringutest 146,4 miljonit kommunaalehitusse ja 151,7 miljonit teedemajandusse .",nsubj,"adit,com,sg"
7170248,93,107,teede-ehitusse,adit,""" Samas ei saa me unustada , et selle aktiisitõusu pealt tulevast summast läheb 75 protsenti teede-ehitusse , "" märkis Atonen .",nsubj,"adit,com,sg"
17144247,0,9,Vahetusse,adit,"Vahetusse läheb sel põhjusel , et tema paberisöötjat on vaja liiga tihti remontida ( mis maksab kuskil 1000EEK ) .",nsubj,"adit,com,sg"
17499180,36,45,hoidlasse,adit,"Pool fondist lähebki hoopis suletud hoidlasse , kust vajadusel saab raamatuid tuua .",nsubj,"adit,com,sg"
20983014,21,27,ylesse,adit,waTz_eml: siis läheb ylesse,nsubj,"adit,com,sg"
16095219,35,40,liiga,,Kodus motiveerib jätkama Meistrite liiga,nsubj,
58094,14,20,Pruuli,gen,Õnneks murdis Pruuli lapsepõlves käeluu ning sport jäi ligemale veerandsajaks aastaks tagaplaanile .,nsubj,"com,gen,sg"
435124,19,30,trahvikasti,gen,"30. minutil murdis trahvikasti Kristal , kuid terava nurga alt tehtud löök langes Srniceki saagiks .",nsubj,"com,gen,sg"
1223912,19,26,Inzaghi,gen,"70. minutil murdis Inzaghi karistusalasse , sattus kehakontakti Oguniga ja lendas murule .",nsubj,"gen,prop,sg"
1656916,28,34,Agassi,gen,Avaseti seisul 5 : 5 murdis Agassi Corretja pallingu ja asus kohtumist juhtima .,nsubj,"gen,prop,sg"
1735734,21,29,Kristina,gen,Mäletatavasti murdis Kristina Smigun rangluu 1. jaanuaril mootorsaanilt kukkumise tagajärjel .,nsubj,"gen,prop,sg"
1795273,4,8,liba,gen,"Kui liba kitse murrab , siis limpsib ta verd , mida muud .",nsubj,"com,gen,sg"
2102647,29,37,Rusedski,gen,"Ülejäänud kahes setis murdis Rusedski Kafelnikovi esimese servigeimi , millest piisas võiduks .",nsubj,"gen,prop,sg"
2102647,38,49,Kafelnikovi,gen,"Ülejäänud kahes setis murdis Rusedski Kafelnikovi esimese servigeimi , millest piisas võiduks .",nsubj,"gen,prop,sg"
2173691,36,40,õnne,gen,"Tohtrid nentisid , et eriliselt oli õnne kaelaluu murdnud Janek Ojasaarel , kes lebab praegu Võru haiglas .",nsubj,"com,gen,sg"
2693562,0,5,Sarja,gen,Sarja Final Fouri murdis end Norrköpingi Dolphins .,nsubj,"com,gen,sg"
3205320,14,22,Nõmmsalu,gen,Paraku murdis Nõmmsalu peagi hüppeliigese .,nsubj,"com,gen,sg"
4093509,0,8,Kristina,gen,Kristina Shmigun murdis murdmaasuusatamise MK-etapil Val di Fiemmes saadud kuuenda kohaga tänavu esmakordselt honorarisaajate hulka .,nsubj,"gen,prop,sg"
4877985,4,10,Schumi,gen,"Kui Schumi jalad murdis , käisid nad koos isegi paavstil külas .",nsubj,"gen,prop,sg"
5633860,33,37,ESSi,gen,End ründaja eest kaitstes murdis ESSi turvatöötaja käeluu .,nsubj,"gen,nominal,sg"
5691312,18,26,Veerpalu,gen,"Lõpusirgel murdis Veerpalu Fredrikssoni vastupanu , kuid kolmele norralasele hammas peale ei hakanud .",nsubj,"gen,prop,sg"
6395396,25,32,Ndereba,gen,Mõne kilomeetriga murdis Ndereba vastase tahte ja jooksis uhkes üksinduses finishini .,nsubj,"gen,prop,sg"
7175787,47,51,mina,gen,"“ Krusta lasi paberid võltsida , nagu murdnuks mina oma naisel käeluu .",nsubj,"com,gen,sg"
8535620,19,24,Lelle,gen,"41. minutil murdis Lelle SK värava alla  Aleksandr Olerski  , kuid viimasel hetkel napsas Martinkenas palli tema jalalt .",nsubj,"gen,prop,sg"
9042380,38,44,Agassi,gen,"Otsustava seti viiendas geimis murdis Agassi vastase pallingu ja hoidis enda oma , asudes 5 : 1 ette .",nsubj,"gen,prop,sg"
9387757,4,12,Kristina,gen,"Kui Kristina Shmigun luu murdis , soovitas Pertelson suusaneiul tungivalt pikem paus võtta , ise aga tahab valuga pooleks juunikuuni välja venitada !",nsubj,"gen,prop,sg"
11997040,4,12,Kristina,gen,Kas Kristina Šmigun murrab lõpuks olümpianeeduse ja saab ometi kord medali ?,nsubj,"gen,prop,sg"
12989796,42,50,Kristina,gen,"Doktor Rein Jalak helistas ja teatas , et Kristina on mootorsaanilt kukkudes rangluu murdnud .",nsubj,"gen,prop,sg"
12989837,61,69,Kristina,gen,"« Isa hakkas tütardega tõsisemalt tegelema pärast seda , kui Kristina oli autoavariis reieluu murdnud ja üks jalg kippus teisest nõrgemaks jääma . »",nsubj,"gen,prop,sg"
13250124,26,34,Veerpalu,gen,Salt Lake City eel murdis Veerpalu jala ja Maed sakutas seljavalu .,nsubj,"com,gen,sg"
13486908,52,60,Veerpalu,gen,"Kui 70 km klassikamaratonist pool läbi sai , murdis Veerpalu võistlejaterivi tippu , et proovida koos mõne tugevamaga eest pageda .",nsubj,"com,gen,sg"
17046802,4,12,Kristina,gen,Kas Kristina Šmigun murrab lõpuks olümpianeeduse ja saab ometi kord medali ?,nsubj,"gen,prop,sg"
2468993,96,103,julgeks,,"Kes pärast keskööd Viru väravate ümbruses kõhedust tundmata ringi liigub , on kas liigjoomisest julgeks muutunud või puudub tal enesesäilitamise instinkt .",nsubj,"cond,mod,neg,pres,ps"
4105551,119,126,tolmuks,,"Meriheina asemel on kasutatud ka haavalaaste , aga erinevalt meriheinast kipuvad need murduma ja muutuvad lõpuks päris tolmuks .",nsubj,"cond,main,neg,pres,ps"
5859387,108,113,jääks,,"Lennuki tiibade ja sabaosa esiservade kokkupõrkel alajahutatud veetilkadega muutuvad viimased silmapilkselt jääks ja kui nende kogus ja mass on suur , toimubki intensiivne jääga kattumine .",nsubj,"aux,cond,neg,pres,ps"
6867903,155,161,mõjuks,,"Mittelineaarse mõju korral võib huvi pakkuda ka nn. pöördepunkt , kust alates vastava teguri mõju muutub sõltuvat muutujat suurendavast mõjust vähendavaks mõjuks või vastupidi .",nsubj,"af,cond,mod,pres,ps"
6868432,142,148,mõjuks,,Seega majanduse struktuuri arengutaseme ebavõrdsust suurendav otsene mõju kahaneb majanduse arenedes ja muutub lõpuks ebavõrdsust vähendavaks mõjuks .,nsubj,"af,cond,mod,pres,ps"
7728196,108,113,jääks,,"Lennuki tiibade ja sabaosa esiservade kokkupõrkel alajahutatud veetilkadega muutuvad viimased silmapilkselt jääks ja kui nende kogus ja mass on suur , toimubki intensiivne jääga kattumine .",nsubj,"af,aux,cond,pres,ps"
7770672,85,92,jälgiks,,"KIRGLIKUD KÕNED  rahvuse mehemeelest , mida peetakse kõhuvolti väristades , ei muutu jälgiks sellepärast , et kõnelejad satuvad vastuollu ligimese armastamise kahe tuhande aastase moraaliga või patustaks poliitilise korrektsuse vastu .",nsubj,"aux,cond,neg,pres,ps"
7956337,18,25,julgeks,,Muutub äkki liiga julgeks .,nsubj,"af,aux,cond,pres,ps"
8297721,49,56,kuivaks,,Muld muutus visuaalsel hinnangul pindmises kihis kuivaks juba 12. aprillil ja 10–12 cm sügavusel 22. aprillil .,nsubj,"aux,cond,neg,pres,ps"
11183865,62,69,kuivaks,,"Kui seda aga iga päev kasutada ja pidevalt avada , muutub see kuivaks juba kolme kuu möödudes .",nsubj,"cond,main,neg,pres,ps"
18001549,240,252,põhjendatuks,,"Seda seetõttu , et läbirääkimiste käigus on protsessi osaks liialdada oma seisukohtade põhjendatuse ja teiste seisukohtade põhjendamatusega ; ja läbirääkimiste lõpus peate te seletama , miks on põhjendamatu teie jaoks muutunud mitte ainult põhjendatuks vaid ka võiduks !",nsubj,"af,cond,imps,mod,past"
18001549,261,268,võiduks,,"Seda seetõttu , et läbirääkimiste käigus on protsessi osaks liialdada oma seisukohtade põhjendatuse ja teiste seisukohtade põhjendamatusega ; ja läbirääkimiste lõpus peate te seletama , miks on põhjendamatu teie jaoks muutunud mitte ainult põhjendatuks vaid ka võiduks !",nsubj,"af,aux,cond,pres,ps"
1287970,69,80,börsikrahhi,gen,""" Kuigi börs on väikeinvestoritele taas atraktiivne , mäletab enamik börsikrahhi ja eelistab kinnisvara kui kindlat investeerimisväljundit , "" ütles Pilv .",nsubj,"com,gen,sg"
1335003,69,80,börsikrahhi,gen,""" Kuigi börs on väikeinvestoritele taas atraktiivne , mäletab enamik börsikrahhi ja eelistab kinnisvara kui kindlat investeerimisväljundit , "" ütles Pilv .",nsubj,"com,gen,sg"
2404588,0,7,Alatalu,gen,"Alatalu ei mäleta , et nõukogude ajal oleks medalite ja ordenite saajad olnud kuidagi kangelase seisuses .",nsubj,"gen,prop,sg"
3040921,12,17,Touri,adit,"Ei mäletagi Touri , kus nii palju on sadanud , "" räägib Kirsipuu .",nsubj,"adit,prop,sg"
3349037,0,4,Aime,gen,"Aime Jaagus mäletab , et paljudele tundusid laste loovust arendavad rõhuasetused mittevajaliku ja kasutu ajaviitena : "" Nüüd vist hakkavad arvamused selles osas muutuma .",nsubj,"gen,prop,sg"
3955544,83,87,Küla,gen,"Täna avatakse Virumaal Emu-mäe veerel endise Hindreku talu õuel mälestusansambel "" Küla mäletab "" viiele perepojale , kes hukkusid okupatsiooni tõttu .",nsubj,"com,gen,sg"
4057512,21,25,Hagi,gen,"Koolipõlvest mäletab Hagi Shein , et tantsides Tartu ülikooli ranvatantsuansamblis , oli seal kena komme tervitada sünnipäevalast ühe imetoreda viisiga lauluga , mis siiani meeles ning millega Hagi Shein ise aastaid hiljem on mõnda sünnipäevalast või juubilari üllatanud : "" Ja Lindana julgeks ja kangeks kui Kalev nii kõlab sulle me ülistuslaul ! """,nsubj,"com,gen,sg"
4185304,4,9,Vilja,gen,"Kas Vilja mäletab , kui oluline osa oli Ühendriikidel selles , et Vene väed siit 1994. aasta 31. augustil lahkusid ?",nsubj,"com,gen,sg"
4420116,34,38,Eevi,gen,Viimase hämmastava nimena mäletab Eevi Alaniit poisinime Karl-Oskar V ( viies ) .,nsubj,"gen,prop,sg"
5155840,0,3,Ego,gen,"Ego Kaseorg ei mäleta enda sõnul , et oleks kunagi Krusta kriibitud autost midagi kuulnud või näinud .",nsubj,"com,gen,sg"
6436594,46,51,Liivi,gen,Seitsmekümnendatel saksa filoloogia lõpetanud Liivi Kontaveit mäletab lahkunust ainult head .,nsubj,"gen,prop,sg"
7260498,8,16,Lehtsalu,gen,"L  illi Lehtsalu  ( 73 ) mäletab selgelt 1933. aasta suve , mil ta kuueaastase tüdrukuna koos vennaga vanaema käest elavhõbedaga õues mängimiseks luba küsis .",nsubj,"com,gen,sg"
7354326,0,4,Jimi,adit,"Jimi mäletab , kuidas mähkmed teda pitsitasid .",nsubj,"adit,prop,sg"
7361552,0,11,Watergate'i,gen,Watergate'i ju mäletame kõik ..,nsubj,"gen,prop,sg"
7495767,114,119,Maimu,adit,"Tema teine nimi on Berg , veel varem oli Vahing ja veel veel varem veel midagi , aga seda üldsus enam ei mäleta , Maimu ise mäletab küll , selles olen kindel .",nsubj,"adit,com,sg"
8436589,114,119,Maimu,adit,"Tema teine nimi on Berg , veel varem oli Vahing ja veel veel varem veel midagi , aga seda üldsus enam ei mäleta , Maimu ise mäletab küll , selles olen kindel .",nsubj,"adit,com,sg"
8813381,44,51,Sütiste,gen,"Sakslaste käest aitas teda välja Visnapuu ; Sütiste mäletab toda ruudulist vihulehte nürida pliiatsi viltukirjaga , mis tal õnnestus Visnale läkitada ; pole nüüd Visnatki , pääses vist viimase paadiga .",nsubj,"gen,pl,prop"
9183062,18,23,Polli,gen,"Mullusest mäletas Polli , et temale arusaamatutel põhjustel langes rahasaajate nimistust välja Mustamäe humanitaargümnaasium , seevastu leiti tehnikagümnaasiumi ja 32. keskkooli arvelt raha teise vene kooli , 53. keskkooli jaoks .",nsubj,"gen,prop,sg"
9267182,0,9,Konflikte,gen,"Konflikte lehe ja politsei vahel ei mäleta , arusaamatused on olnud üksnes isikutevahelised .",nsubj,"gen,prop,sg"
9753798,43,48,Toome,gen,"Aastatel 1988-1990 ENSV valitsust juhtinud Toome mäletab , kuidas 1989. aastal koostas kompartei poliitbüroo Moskvas räige avalduse olukorrast Balti riikides , mille aluseks oli muu hulgas ka Interliikumise pöördumine Tallinnast , kuidas kaks päeva enne suveräänsusdeklaratsiooni vastuvõtmist Toompeal väisas Eestit KGB juht Viktor Tshebrikov , kes pärast kohtumist Dvigateli tehases Interliikumise tegelastega ähvardas tollase Eesti liidreid : “ Te võite saavutada iseseisvuse , aga kaotada kõik muu . ”",nsubj,"gen,prop,sg"
10108151,152,157,Jaani,gen,"“ Viljandimaal on ta sündinud ja räägib ikka , kuidas ta elas Jaan Tõnissoni venna majas , ” rääkis Kera , “ Jaani vendasid ta mäletab , aga ütleb , et Jaani mäletab vähe , sest too käis siis juba Tartus koolis . ”",nsubj,"gen,prop,sg"
10822893,57,61,ECMi,gen,"Ootamatuist geomeetrilisist kujundeist , mille sarnaseid ECMi varasemast firmadisainist ei mäletagi .",nsubj,"gen,nominal,sg"
11252162,18,22,Koma,gen,Millisena mäletad Koma kui oma õpetajat ?,nsubj,"com,gen,sg"
